path,target,input_lengths,english_gloss,chinese_gloss,cantonese_gloss
data\features\HKSLLEX-2023-00002784.pt,748,182,danger,危險,危險
data\features\HKSLLEX-2023-00002785.pt,748,182,danger,危險,危險
data\features\HKSLLEX-2023-00002786.pt,748,173,danger,危險,危險
data\features\HKSLLEX-2023-00002787.pt,939,192,empty,空,空
data\features\HKSLLEX-2023-00002790.pt,1131,182,gate close,閂閘,閂閘
data\features\HKSLLEX-2023-00002788.pt,939,192,empty,空,空
data\features\HKSLLEX-2023-00002789.pt,1131,192,gate close,閂閘,閂閘
data\features\HKSLLEX-2023-00002792.pt,2729,182,work out,鍛鍊,鍛鍊
data\features\HKSLLEX-2023-00002791.pt,2279,211,spend lots of money,花很多錢,使好多錢
data\features\HKSLLEX-2023-00002793.pt,2729,173,work out,鍛鍊,鍛鍊
data\features\HKSLLEX-2023-00002794.pt,1518,202,lollipop,波板糖,波板糖
data\features\HKSLLEX-2023-00002796.pt,2252,163,soft,柔軟,柔軟
data\features\HKSLLEX-2023-00002797.pt,2252,173,soft,柔軟,柔軟
data\features\HKSLLEX-2023-00002795.pt,2252,182,soft,柔軟,柔軟
data\features\HKSLLEX-2023-00002801.pt,2292,96,spring,春天,春天
data\features\HKSLLEX-2023-00002798.pt,375,173,bee,蜜蜂,蜜蜂
data\features\HKSLLEX-2023-00002800.pt,1227,192,hamster,倉鼠,倉鼠
data\features\HKSLLEX-2023-00002799.pt,539,211,car accident,車禍,車禍
data\features\HKSLLEX-2023-00002802.pt,2292,134,spring,春天,春天
data\features\HKSLLEX-2023-00002803.pt,1855,134,plain,平淡,平淡
data\features\HKSLLEX-2023-00002804.pt,1855,134,plain,平淡,平淡
data\features\HKSLLEX-2023-00002807.pt,914,144,edge,邊緣,邊緣
data\features\HKSLLEX-2023-00002806.pt,914,144,edge,邊緣,邊緣
data\features\HKSLLEX-2023-00002805.pt,914,163,edge,邊緣,邊緣
data\features\HKSLLEX-2023-00002808.pt,1198,134,grieve,悲痛,悲痛
data\features\HKSLLEX-2023-00002809.pt,1232,163,handsome,帥,靚仔
data\features\HKSLLEX-2023-00002810.pt,1232,154,handsome,帥,靚仔
data\features\HKSLLEX-2023-00002812.pt,2534,154,towel,毛巾,毛巾
data\features\HKSLLEX-2023-00002811.pt,2153,154,shape,形狀,形狀
data\features\HKSLLEX-2023-00002813.pt,2464,134,then,然後,然後
data\features\HKSLLEX-2023-00002814.pt,2464,144,then,然後,然後
data\features\HKSLLEX-2023-00002815.pt,2464,134,then,然後,然後
data\features\HKSLLEX-2023-00002816.pt,2571,144,twins,雙胞胎,雙胞胎
data\features\HKSLLEX-2023-00002817.pt,887,144,drug,毒品,毒品
data\features\HKSLLEX-2023-00002819.pt,887,134,drug,毒品,毒品
data\features\HKSLLEX-2023-00002818.pt,887,144,drug,毒品,毒品
data\features\HKSLLEX-2023-00002820.pt,325,134,back out,反口,反口
data\features\HKSLLEX-2023-00002821.pt,2429,144,take pill,食藥,食藥
data\features\HKSLLEX-2023-00002822.pt,2429,125,take pill,食藥,食藥
data\features\HKSLLEX-2023-00002824.pt,2095,144,sauce,醬,醬
data\features\HKSLLEX-2023-00002823.pt,2095,173,sauce,醬,醬
data\features\HKSLLEX-2023-00002825.pt,2350,173,stopwatch,秒錶,秒錶
data\features\HKSLLEX-2023-00002826.pt,915,182,edit,編輯,編輯
data\features\HKSLLEX-2023-00002827.pt,2195,182,signature,簽署,簽名
data\features\HKSLLEX-2023-00002830.pt,1281,163,hit,打,打
data\features\HKSLLEX-2023-00002828.pt,307,202,audience,觀眾,觀眾
data\features\HKSLLEX-2023-00002829.pt,464,211,braille,盲文凸字,盲文凸字
data\features\HKSLLEX-2023-00002832.pt,720,173,cream,忌廉,忌廉
data\features\HKSLLEX-2023-00002831.pt,720,182,cream,忌廉,忌廉
data\features\HKSLLEX-2023-00002833.pt,342,173,band aid,膠布,膠布
data\features\HKSLLEX-2023-00002834.pt,2042,173,risk,風險,風險
data\features\HKSLLEX-2023-00002836.pt,393,163,bet,打賭,打賭
data\features\HKSLLEX-2023-00002835.pt,393,173,bet,打賭,打賭
data\features\HKSLLEX-2023-00002837.pt,1398,173,isolated,孤立,孤立
data\features\HKSLLEX-2023-00002838.pt,1398,163,isolated,孤立,孤立
data\features\HKSLLEX-2023-00002840.pt,1035,163,finance,金融,金融
data\features\HKSLLEX-2023-00002839.pt,2407,192,sweatpants,運動褲,運動褲
data\features\HKSLLEX-2023-00002841.pt,1115,154,frown,皺眉,皺眉
data\features\HKSLLEX-2023-00002842.pt,1897,134,pour,斟,斟
data\features\HKSLLEX-2023-00002843.pt,1293,144,honey,蜜糖,蜜糖
data\features\HKSLLEX-2023-00002844.pt,1293,163,honey,蜜糖,蜜糖
data\features\HKSLLEX-2023-00002845.pt,976,163,expect,預計,預計
data\features\HKSLLEX-2023-00002846.pt,976,163,expect,預計,預計
data\features\HKSLLEX-2023-00002848.pt,2221,163,slingshot,丫叉彈弓,丫叉彈弓
data\features\HKSLLEX-2023-00002847.pt,2221,173,slingshot,丫叉彈弓,丫叉彈弓
data\features\HKSLLEX-2023-00002849.pt,1941,182,psychology,心理學,心理學
data\features\HKSLLEX-2023-00002850.pt,1243,154,hate,憎,憎
data\features\HKSLLEX-2023-00002851.pt,1243,163,hate,憎,憎
data\features\HKSLLEX-2023-00002852.pt,1284,173,hold,揸住,揸住
data\features\HKSLLEX-2023-00002854.pt,897,163,dye,染色,染色
data\features\HKSLLEX-2023-00002853.pt,897,173,dye,染色,染色
data\features\HKSLLEX-2023-00002856.pt,337,154,bald,禿頭,禿頭
data\features\HKSLLEX-2023-00002855.pt,2077,182,sailboat,帆船,帆船
data\features\HKSLLEX-2023-00002858.pt,1100,154,freeze,凍結,凍結
data\features\HKSLLEX-2023-00002859.pt,1730,144,one,一,一
data\features\HKSLLEX-2023-00002857.pt,1045,192,firetruck,消防車,消防車
data\features\HKSLLEX-2023-00002860.pt,620,154,clause,條款,條款
data\features\HKSLLEX-2023-00002861.pt,620,173,clause,條款,條款
data\features\HKSLLEX-2023-00002862.pt,620,173,clause,條款,條款
data\features\HKSLLEX-2023-00002863.pt,2091,173,santa  ,聖誕老人,聖誕老人
data\features\HKSLLEX-2023-00002864.pt,343,182,bandage,繃帶,繃帶
data\features\HKSLLEX-2023-00002865.pt,1328,173,hypocrite,偽君子,偽君子
data\features\HKSLLEX-2023-00002866.pt,1989,182,red faced,尷尬,尷尬
data\features\HKSLLEX-2023-00002867.pt,843,182,doesnt matter,不要緊,唔緊要
data\features\HKSLLEX-2023-00002868.pt,843,173,doesnt matter,不要緊,唔緊要
data\features\HKSLLEX-2023-00002870.pt,1221,163,half,一半,一半
data\features\HKSLLEX-2023-00002869.pt,843,173,doesnt matter,不要緊,唔緊要
data\features\HKSLLEX-2023-00002871.pt,357,173,bat,蝙蝠,蝙蝠
data\features\HKSLLEX-2023-00002872.pt,357,163,bat,蝙蝠,蝙蝠
data\features\HKSLLEX-2023-00002873.pt,645,182,cocaine,可卡因,可卡因
data\features\HKSLLEX-2023-00002874.pt,1139,173,get through,通過,通過
data\features\HKSLLEX-2023-00002875.pt,1003,163,fan,扇,扇
data\features\HKSLLEX-2023-00002876.pt,1003,163,fan,扇,扇
data\features\HKSLLEX-2023-00002877.pt,1003,192,fan,扇,扇
data\features\HKSLLEX-2023-00002878.pt,322,202,babysitter,保母,保母
data\features\HKSLLEX-2023-00002879.pt,583,211,cheese grater,芝士刨絲器,芝士刨絲器
data\features\HKSLLEX-2023-00002881.pt,1741,163,or,或者,或者
data\features\HKSLLEX-2023-00002880.pt,451,192,bow,鞠躬,鞠躬
data\features\HKSLLEX-2023-00002883.pt,642,182,clueless,一無所知,一無所知
data\features\HKSLLEX-2023-00002884.pt,2096,154,sausage,香腸,香腸
data\features\HKSLLEX-2023-00002882.pt,642,192,clueless,一無所知,一無所知
data\features\HKSLLEX-2023-00002886.pt,1705,154,not used to,不習慣,唔習慣
data\features\HKSLLEX-2023-00002885.pt,1159,182,go to jail,坐監,坐監
data\features\HKSLLEX-2023-00002888.pt,1500,144,limited,有限,有限
data\features\HKSLLEX-2023-00002889.pt,412,144,blame,責備,責備
data\features\HKSLLEX-2023-00002887.pt,1705,163,not used to,不習慣,唔習慣
data\features\HKSLLEX-2023-00002890.pt,412,134,blame,責備,責備
data\features\HKSLLEX-2023-00002892.pt,1889,154,porcupine,箭豬,箭豬
data\features\HKSLLEX-2023-00002891.pt,1283,163,hoe,鋤頭,鋤頭
data\features\HKSLLEX-2023-00002893.pt,2282,134,spill,倒瀉,倒瀉
data\features\HKSLLEX-2023-00002894.pt,628,144,click,㩒一下,㩒一下
data\features\HKSLLEX-2023-00002895.pt,1070,154,follow,跟隨,跟隨
data\features\HKSLLEX-2023-00002896.pt,2148,154,shake,搖,搖
data\features\HKSLLEX-2023-00002897.pt,1764,144,page,頁,頁
data\features\HKSLLEX-2023-00002898.pt,1547,154,magnify,放大,放大
data\features\HKSLLEX-2023-00002899.pt,1344,173,immature,不成熟,唔成熟
data\features\HKSLLEX-2023-00002900.pt,2272,163,spain,西班牙,西班牙
data\features\HKSLLEX-2023-00002901.pt,1641,154,muscle,肌肉,肌肉
data\features\HKSLLEX-2023-00002902.pt,326,154,back up,後備,後備
data\features\HKSLLEX-2023-00002903.pt,2381,144,suit,西裝,西裝
data\features\HKSLLEX-2023-00002905.pt,2757,144,zebra,斑馬,斑馬
data\features\HKSLLEX-2023-00002904.pt,1195,163,green beans,豆莢,豆莢
data\features\HKSLLEX-2023-00002906.pt,1951,154,put aside,擱在一旁,放埋一邊
data\features\HKSLLEX-2023-00002907.pt,1210,144,gum,香口膠,香口膠
data\features\HKSLLEX-2023-00002908.pt,2476,163,think expand,想像,想像
data\features\HKSLLEX-2023-00002909.pt,809,144,dig up,挖出,挖出
data\features\HKSLLEX-2023-00002910.pt,1268,134,hen,母雞,母雞
data\features\HKSLLEX-2023-00002911.pt,943,144,energy,活力,活力
data\features\HKSLLEX-2023-00002913.pt,2065,134,ruin,毀掉,毀掉
data\features\HKSLLEX-2023-00002912.pt,2065,144,ruin,毀掉,毀掉
data\features\HKSLLEX-2023-00002914.pt,621,134,claw,爪,爪
data\features\HKSLLEX-2023-00002915.pt,2046,134,rob,搶劫,搶劫
data\features\HKSLLEX-2023-00002916.pt,2665,144,we,我們,我哋
data\features\HKSLLEX-2023-00002918.pt,1414,144,join,加入,加入
data\features\HKSLLEX-2023-00002919.pt,2063,154,row,撐船,撐船
data\features\HKSLLEX-2023-00002917.pt,1164,192,going through a hard time,歷盡艱辛,歷盡艱辛
data\features\HKSLLEX-2023-00002921.pt,363,163,beak,鳥喙,鳥喙
data\features\HKSLLEX-2023-00002920.pt,2063,163,row,撐船,撐船
data\features\HKSLLEX-2023-00002922.pt,363,154,beak,鳥喙,鳥喙
data\features\HKSLLEX-2023-00002923.pt,1758,163,overwhelmed,難以承受,難以承受
data\features\HKSLLEX-2023-00002924.pt,1690,173,nonsense,一派胡言,一派胡言
data\features\HKSLLEX-2023-00002925.pt,2243,154,snowman,雪人,雪人
data\features\HKSLLEX-2023-00002926.pt,1393,144,invisible,無形,無形
data\features\HKSLLEX-2023-00002928.pt,638,125,close ,關閉,關閉
data\features\HKSLLEX-2023-00002929.pt,638,125,close ,關閉,關閉
data\features\HKSLLEX-2023-00002927.pt,1393,154,invisible,無形,無形
data\features\HKSLLEX-2023-00002930.pt,1432,125,kick,踢,踢
data\features\HKSLLEX-2023-00002931.pt,1736,134,open,打開,打開
data\features\HKSLLEX-2023-00002932.pt,1736,134,open,打開,打開
data\features\HKSLLEX-2023-00002933.pt,1736,134,open,打開,打開
data\features\HKSLLEX-2023-00002935.pt,1172,134,goosebumps,雞皮疙瘩,起雞皮
data\features\HKSLLEX-2023-00002934.pt,1819,144,permission,准許,准許
data\features\HKSLLEX-2023-00002938.pt,2112,134,scold,責罵,鬧
data\features\HKSLLEX-2023-00002936.pt,1172,154,goosebumps,雞皮疙瘩,起雞皮
data\features\HKSLLEX-2023-00002937.pt,1502,154,linguistics,語言學,語言學
data\features\HKSLLEX-2023-00002939.pt,2201,134,single,單身,單身
data\features\HKSLLEX-2023-00002940.pt,1597,144,middle,中間,中間
data\features\HKSLLEX-2023-00002941.pt,447,154,bother,打擾,打擾
data\features\HKSLLEX-2023-00002942.pt,243,144,agency,機構,機構
data\features\HKSLLEX-2023-00002943.pt,1937,144,provide,提供,提供
data\features\HKSLLEX-2023-00002945.pt,1995,134,refuse,拒絕,拒絕
data\features\HKSLLEX-2023-00002944.pt,2170,154,short distance,短距離,短距離
data\features\HKSLLEX-2023-00002946.pt,2003,144,relief,解脫,解脫
data\features\HKSLLEX-2023-00002947.pt,2523,144,top,頂端,頂端
data\features\HKSLLEX-2023-00002948.pt,2527,125,total,總數,總數
data\features\HKSLLEX-2023-00002949.pt,2527,134,total,總數,總數
data\features\HKSLLEX-2023-00002950.pt,1375,134,instead,取代,取代
data\features\HKSLLEX-2023-00002951.pt,2631,144,vocabulary,詞彙,詞彙
data\features\HKSLLEX-2023-00002952.pt,2631,154,vocabulary,詞彙,詞彙
data\features\HKSLLEX-2023-00002953.pt,2533,144,tow,拖走,拖走
data\features\HKSLLEX-2023-00002954.pt,254,154,all of sudden,突然間,突然間
data\features\HKSLLEX-2023-00002955.pt,254,144,all of sudden,突然間,突然間
data\features\HKSLLEX-2023-00002956.pt,1455,163,last week,上個星期,上個星期
data\features\HKSLLEX-2023-00002957.pt,1455,154,last week,上個星期,上個星期
data\features\HKSLLEX-2023-00002958.pt,413,154,blank,空白,空白
data\features\HKSLLEX-2023-00002959.pt,286,144,area,區域,區域
data\features\HKSLLEX-2023-00002960.pt,286,144,area,區域,區域
data\features\HKSLLEX-2023-00002961.pt,286,134,area,區域,區域
data\features\HKSLLEX-2023-00002962.pt,249,154,align,對齊,對齊
data\features\HKSLLEX-2023-00002963.pt,249,173,align,對齊,對齊
data\features\HKSLLEX-2023-00002964.pt,1231,154,hands off,袖手旁觀,袖手旁觀
data\features\HKSLLEX-2023-00002966.pt,2339,134,stimulate,刺激,刺激
data\features\HKSLLEX-2023-00002965.pt,1364,144,influence,影響,影響
data\features\HKSLLEX-2023-00002967.pt,2339,144,stimulate,刺激,刺激
data\features\HKSLLEX-2023-00002968.pt,548,154,casual,隨意,隨意
data\features\HKSLLEX-2023-00002969.pt,1259,154,heartbody,心臟,心臟
data\features\HKSLLEX-2023-00002970.pt,1259,134,heartbody,心臟,心臟
data\features\HKSLLEX-2023-00002971.pt,1259,144,heartbody,心臟,心臟
data\features\HKSLLEX-2023-00002974.pt,894,115,due,到期,到期
data\features\HKSLLEX-2023-00002972.pt,1908,144,press,㩒,㩒
data\features\HKSLLEX-2023-00002973.pt,1908,125,press,㩒,㩒
data\features\HKSLLEX-2023-00002975.pt,1320,134,hundred,一百,一百
data\features\HKSLLEX-2023-00002976.pt,1320,134,hundred,一百,一百
data\features\HKSLLEX-2023-00002978.pt,1805,144,peel,剝,剝
data\features\HKSLLEX-2023-00002977.pt,1659,154,navy,海軍,海軍
data\features\HKSLLEX-2023-00002979.pt,1805,144,peel,剝,剝
data\features\HKSLLEX-2023-00002980.pt,1627,134,mosquito,蚊子,蚊子
data\features\HKSLLEX-2023-00002981.pt,1848,154,pissed off,激氣,激氣
data\features\HKSLLEX-2023-00002982.pt,450,154,bounce,彈跳,彈跳
data\features\HKSLLEX-2023-00002983.pt,2156,163,sharpen,磨利,磨利
data\features\HKSLLEX-2023-00002984.pt,862,154,double,雙倍,雙倍
data\features\HKSLLEX-2023-00002985.pt,862,134,double,雙倍,雙倍
data\features\HKSLLEX-2023-00002986.pt,2609,144,value,價值,價值
data\features\HKSLLEX-2023-00002987.pt,2465,144,therapy,治療,治療
data\features\HKSLLEX-2023-00002988.pt,668,134,community,社區,社區
data\features\HKSLLEX-2023-00002990.pt,1888,134,popular,出名,出名
data\features\HKSLLEX-2023-00002989.pt,668,144,community,社區,社區
data\features\HKSLLEX-2023-00002991.pt,1888,144,popular,出名,出名
data\features\HKSLLEX-2023-00002992.pt,1531,144,lost,遺失,遺失
data\features\HKSLLEX-2023-00002994.pt,772,163,degree,學位,學位
data\features\HKSLLEX-2023-00002993.pt,2499,163,time to time,不時,時不時
data\features\HKSLLEX-2023-00002995.pt,2166,154,shoot,射擊,射擊
data\features\HKSLLEX-2023-00002996.pt,1521,182,long ago,好耐以前,好耐以前
data\features\HKSLLEX-2023-00002998.pt,1830,144,photography,攝影,攝影
data\features\HKSLLEX-2023-00002997.pt,1521,173,long ago,好耐以前,好耐以前
data\features\HKSLLEX-2023-00002999.pt,1830,144,photography,攝影,攝影
data\features\HKSLLEX-2023-00003000.pt,1155,134,go ahead,前進,前進
data\features\HKSLLEX-2023-00003002.pt,1466,144,lead,帶領,帶領
data\features\HKSLLEX-2023-00003001.pt,1004,154,fantasy,幻想,幻想
data\features\HKSLLEX-2023-00003005.pt,1087,134,foul,淘汰,淘汰
data\features\HKSLLEX-2023-00003003.pt,474,182,breaktime,休息時間,休息時間
data\features\HKSLLEX-2023-00003006.pt,1087,125,foul,淘汰,淘汰
data\features\HKSLLEX-2023-00003004.pt,474,163,breaktime,休息時間,休息時間
data\features\HKSLLEX-2023-00003008.pt,1552,154,major,主要,主要
data\features\HKSLLEX-2023-00003007.pt,1552,154,major,主要,主要
data\features\HKSLLEX-2023-00003009.pt,2296,134,square idiot,白癡,白癡
data\features\HKSLLEX-2023-00003010.pt,2296,144,square idiot,白癡,白癡
data\features\HKSLLEX-2023-00003011.pt,731,134,cross heart,發誓,發誓
data\features\HKSLLEX-2023-00003012.pt,2564,144,turn,輪流,輪流
data\features\HKSLLEX-2023-00003013.pt,1880,144,polish,打磨,打磨
data\features\HKSLLEX-2023-00003014.pt,1479,154,lend,借,借
data\features\HKSLLEX-2023-00003017.pt,690,144,consume,消耗,消耗
data\features\HKSLLEX-2023-00003016.pt,2146,154,several,若干,若干
data\features\HKSLLEX-2023-00003015.pt,2301,163,stack,疊,疊
data\features\HKSLLEX-2023-00003018.pt,1738,154,opinion,睇法,睇法
data\features\HKSLLEX-2023-00003019.pt,1738,144,opinion,睇法,睇法
data\features\HKSLLEX-2023-00003021.pt,156,144,Sunday,星期日,星期日
data\features\HKSLLEX-2023-00003020.pt,1738,154,opinion,睇法,睇法
data\features\HKSLLEX-2023-00003022.pt,156,134,Sunday,星期日,星期日
data\features\HKSLLEX-2023-00003025.pt,2619,134,vibrate,震動,震動
data\features\HKSLLEX-2023-00003024.pt,2222,154,slip,滑倒,跣親
data\features\HKSLLEX-2023-00003023.pt,716,154,crash,碰撞,碰撞
data\features\HKSLLEX-2023-00003026.pt,2619,134,vibrate,震動,震動
data\features\HKSLLEX-2023-00003027.pt,991,154,fade,消散,消散
data\features\HKSLLEX-2023-00003028.pt,2730,154,workshop,工作坊,工作坊
data\features\HKSLLEX-2023-00003029.pt,2730,154,workshop,工作坊,工作坊
data\features\HKSLLEX-2023-00003030.pt,2086,154,same same,彼此彼此,大家咁話
data\features\HKSLLEX-2023-00003031.pt,2009,144,remove,移除,移除
data\features\HKSLLEX-2023-00003032.pt,2009,134,remove,移除,移除
data\features\HKSLLEX-2023-00003034.pt,1590,134,mess,混亂,混亂
data\features\HKSLLEX-2023-00003033.pt,1818,134,period,係咁多,係咁多
data\features\HKSLLEX-2023-00003035.pt,1158,154,go through,複閱,複閱
data\features\HKSLLEX-2023-00003037.pt,2132,134,sell,賣,賣
data\features\HKSLLEX-2023-00003036.pt,2132,144,sell,賣,賣
data\features\HKSLLEX-2023-00003038.pt,262,154,alright,好吧,好吧
data\features\HKSLLEX-2023-00003040.pt,2542,144,transfer,轉移,轉移
data\features\HKSLLEX-2023-00003039.pt,262,154,alright,好吧,好吧
data\features\HKSLLEX-2023-00003042.pt,310,154,australia,澳洲,澳洲
data\features\HKSLLEX-2023-00003041.pt,1109,163,friends no more,不再是朋友,唔再係朋友
data\features\HKSLLEX-2023-00003046.pt,1872,125,plus,加,加
data\features\HKSLLEX-2023-00003043.pt,2016,163,resent,怨恨,怨恨
data\features\HKSLLEX-2023-00003045.pt,1872,134,plus,加,加
data\features\HKSLLEX-2023-00003044.pt,1360,163,independent,獨立,獨立
data\features\HKSLLEX-2023-00003048.pt,492,134,bullshit,廢話,廢話
data\features\HKSLLEX-2023-00003047.pt,1366,144,inhale,吸氣,吸氣
data\features\HKSLLEX-2023-00003049.pt,492,134,bullshit,廢話,廢話
data\features\HKSLLEX-2023-00003050.pt,2189,134,side,邊,邊
data\features\HKSLLEX-2023-00003051.pt,1042,134,fired,解僱,解僱
data\features\HKSLLEX-2023-00003052.pt,1042,134,fired,解僱,解僱
data\features\HKSLLEX-2023-00003053.pt,1042,134,fired,解僱,解僱
data\features\HKSLLEX-2023-00003054.pt,1879,144,policy,政策,政策
data\features\HKSLLEX-2023-00003056.pt,541,125,cards,卡牌,卡牌
data\features\HKSLLEX-2023-00003057.pt,415,134,bleed,流血,流血
data\features\HKSLLEX-2023-00003055.pt,541,154,cards,卡牌,卡牌
data\features\HKSLLEX-2023-00003058.pt,415,154,bleed,流血,流血
data\features\HKSLLEX-2023-00003059.pt,955,154,erase,擦除,擦除
data\features\HKSLLEX-2023-00003061.pt,2561,163,tuesday,星期二,星期二
data\features\HKSLLEX-2023-00003060.pt,2561,163,tuesday,星期二,星期二
data\features\HKSLLEX-2023-00003062.pt,306,163,attitude,態度,態度
data\features\HKSLLEX-2023-00003063.pt,306,154,attitude,態度,態度
data\features\HKSLLEX-2023-00003064.pt,306,163,attitude,態度,態度
data\features\HKSLLEX-2023-00003065.pt,1677,192,next,接着下來,跟住落嚟
data\features\HKSLLEX-2023-00003066.pt,1677,173,next,接着下來,跟住落嚟
data\features\HKSLLEX-2023-00003067.pt,1677,154,next,接着下來,跟住落嚟
data\features\HKSLLEX-2023-00003069.pt,1242,154,hatbrim,帽檐,帽檐
data\features\HKSLLEX-2023-00003068.pt,1677,182,next,接着下來,跟住落嚟
data\features\HKSLLEX-2023-00003070.pt,1395,154,iphone,iPhone,iPhone
data\features\HKSLLEX-2023-00003071.pt,617,173,clash,肢體碰撞,肢體碰撞
data\features\HKSLLEX-2023-00003072.pt,1973,154,reach,到達,到達
data\features\HKSLLEX-2023-00003074.pt,1299,163,hoodie,連帽衛衣,連帽衛衣
data\features\HKSLLEX-2023-00003073.pt,2591,173,universe,宇宙,宇宙
data\features\HKSLLEX-2023-00003076.pt,727,154,crewcut,平頭,平頭
data\features\HKSLLEX-2023-00003075.pt,2422,182,tablet,平板電腦,平板電腦
data\features\HKSLLEX-2023-00003078.pt,2550,154,trim,修剪,修剪
data\features\HKSLLEX-2023-00003080.pt,1963,134,race,比賽,比賽
data\features\HKSLLEX-2023-00003077.pt,407,163,bite on arm,咬手臂,咬手臂
data\features\HKSLLEX-2023-00003079.pt,1963,154,race,比賽,比賽
data\features\HKSLLEX-2023-00003081.pt,1963,134,race,比賽,比賽
data\features\HKSLLEX-2023-00003082.pt,984,154,express delivery,速遞,速遞
data\features\HKSLLEX-2023-00003084.pt,870,163,dragon boat festival,端午節,端午節
data\features\HKSLLEX-2023-00003083.pt,984,182,express delivery,速遞,速遞
data\features\HKSLLEX-2023-00003086.pt,2605,173,valentine's day,情人節,情人節
data\features\HKSLLEX-2023-00003085.pt,870,182,dragon boat festival,端午節,端午節
data\features\HKSLLEX-2023-00003087.pt,2605,192,valentine's day,情人節,情人節
data\features\HKSLLEX-2023-00003088.pt,1510,192,listen to music,聽音樂,聽音樂
data\features\HKSLLEX-2023-00003089.pt,1510,173,listen to music,聽音樂,聽音樂
data\features\HKSLLEX-2023-00003090.pt,1510,163,listen to music,聽音樂,聽音樂
data\features\HKSLLEX-2023-00003101.pt,996,96,fait accompli,米已成炊,米已成炊
data\features\HKSLLEX-2023-00003093.pt,1087,144,foul,犯規,犯規
data\features\HKSLLEX-2023-00003094.pt,1087,154,foul,犯規,犯規
data\features\HKSLLEX-2023-00003091.pt,2055,192,rollerskating,滾軸溜冰,滾軸溜冰
data\features\HKSLLEX-2023-00003103.pt,412,86,blame,問責,孭飛
data\features\HKSLLEX-2023-00003102.pt,2587,106,unexpected,意料之外,意料之外
data\features\HKSLLEX-2023-00003092.pt,2054,221,rollerblading,單線滾軸溜冰,單線滾軸溜冰
data\features\HKSLLEX-2023-00003095.pt,1510,202,listen to music,聽音樂,聽音樂
data\features\HKSLLEX-2023-00003104.pt,2366,96,stubborn,固執,硬頸
data\features\HKSLLEX-2023-00003105.pt,779,96,demoralized,氣餒,氣餒
data\features\HKSLLEX-2023-00003106.pt,2284,96,spitting image,相似,相似
data\features\HKSLLEX-2023-00003108.pt,1352,106,impressive,厲害,屈機
data\features\HKSLLEX-2023-00003107.pt,824,115,disappointed,失落,失落
data\features\HKSLLEX-2023-00003109.pt,2638,106,wait and see,拭目以待,拭目以待
data\features\HKSLLEX-2023-00003110.pt,1040,106,finish thoroughly,吃清光,照鏡
data\features\HKSLLEX-2023-00003111.pt,1339,96,illiterate,文盲,文盲
data\features\HKSLLEX-2023-00003114.pt,793,96,destined,注定,整定
data\features\HKSLLEX-2023-00003115.pt,1688,96,nonchalant,拼了,死過
data\features\HKSLLEX-2023-00003116.pt,1688,115,nonchalant,拼了,死過
data\features\HKSLLEX-2023-00003117.pt,1688,106,nonchalant,拼了,死過
data\features\HKSLLEX-2023-00003118.pt,2019,115,resignation,屈就,屈就
data\features\HKSLLEX-2023-00003119.pt,636,115,close shave,好險,好險
data\features\HKSLLEX-2023-00003120.pt,2184,96,shut up,住口,收聲
data\features\HKSLLEX-2023-00003121.pt,1429,86,keep secret,守秘密,守秘密
data\features\HKSLLEX-2023-00003122.pt,1316,106,how much,多少錢,幾多錢
data\features\HKSLLEX-2023-00003187.pt,175,144,Tiu Keng Leng,調景嶺,
data\features\HKSLLEX-2023-00003188.pt,175,144,Tiu Keng Leng,調景嶺,
data\features\HKSLLEX-2023-00003189.pt,175,134,Tiu Keng Leng,調景嶺,
data\features\HKSLLEX-2023-00003190.pt,204,154,Yau Tong,油塘,
data\features\HKSLLEX-2023-00003191.pt,74,163,Lam Tin,藍田,
data\features\HKSLLEX-2023-00003193.pt,67,154,Kwun Tong,觀塘,
data\features\HKSLLEX-2023-00003192.pt,67,182,Kwun Tong,觀塘,
data\features\HKSLLEX-2023-00003194.pt,67,144,Kwun Tong,觀塘,
data\features\HKSLLEX-2023-00003195.pt,105,154,Ngau Tau Kok,牛頭角,
data\features\HKSLLEX-2023-00003196.pt,105,163,Ngau Tau Kok,牛頭角,
data\features\HKSLLEX-2023-00003197.pt,61,182,Kowloon Bay,九龍灣,
data\features\HKSLLEX-2023-00003198.pt,61,154,Kowloon Bay,九龍灣,
data\features\HKSLLEX-2023-00003199.pt,22,134,Choi Hung,彩虹,
data\features\HKSLLEX-2023-00003200.pt,22,134,Choi Hung,彩虹,
data\features\HKSLLEX-2023-00003201.pt,30,144,Diamond Hill,鑽石山,
data\features\HKSLLEX-2023-00003202.pt,30,144,Diamond Hill,鑽石山,
data\features\HKSLLEX-2023-00003203.pt,30,163,Diamond Hill,鑽石山,
data\features\HKSLLEX-2023-00003206.pt,86,144,Lok Fu,樂富,
data\features\HKSLLEX-2023-00003207.pt,86,144,Lok Fu,樂富,
data\features\HKSLLEX-2023-00003205.pt,200,144,Wong Tai Sin,黃大仙,
data\features\HKSLLEX-2023-00003204.pt,200,173,Wong Tai Sin,黃大仙,
data\features\HKSLLEX-2023-00003208.pt,86,144,Lok Fu,樂富,
data\features\HKSLLEX-2023-00003210.pt,141,154,Shek Kip Mei,石硤尾,
data\features\HKSLLEX-2023-00003209.pt,141,182,Shek Kip Mei,石硤尾,
data\features\HKSLLEX-2023-00003211.pt,141,144,Shek Kip Mei,石硤尾,
